Sch_num,School,p_type,Department,Region,address,Disc_Cluster,requirement,Exam_Item,Talent,Quota,exam_date,Contact,link,note
SCH11400312,國立中正大學,國立,傳播學系,南區,嘉義縣民雄鄉大學路一段168號,大眾傳播學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,"甲組：初試(審查)+複試(口試)
乙組：初試(審查)+複試(口試)",溝通能力、創意能力、寫作能力、表達能力,2,2024/12/13,"學系王小姐 / 05-2720411#22501

聯絡人：招生組張小姐",https://www.ccu.edu.tw/,"【備註】1.報名日期、考試日期、放榜日期暫定，請依招生簡章公告為準。<br />2.傳播學系-甲組，招收於傳播領域具有特殊成就表現或發展潛力之學生；傳播學系-乙組，招收於傳播領域具備發展潛力與學習熱忱之弱勢學生，招收類別包括低收入戶、中低收入戶、特殊境遇家庭子女或孫子女（須符合行政院衛福部「特殊境遇家庭扶助條例」之身分）、新住民子女、原住民、父或母其中之一為身心障礙人士等6類，詳細招生內容請依招生簡章公告為準。

【計畫類別】特殊選才"
SCH11400313,國立中正大學,國立,資訊管理學系,南區,嘉義縣民雄鄉大學路一段168號,資訊學群,不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生,乙組：審查,邏輯推理、程式設計、管理能力、英文能力,1,2024/12/13,"學系楊小姐 / 05-2720411#24602

聯絡人：招生組張小姐",https://www.ccu.edu.tw/,"【備註】1.報名日期、考試日期、放榜日期暫定，請依招生簡章公告為準。<br />2.資訊管理學系-乙組，招收於資管領域具備發展潛力與學習熱忱之弱勢學生，招收類別包括低收入戶、中低收入戶、特殊境遇家庭子女或孫子女（須符合行政院衛福部「特殊境遇家庭扶助條例」之身分）、新住民子女、原住民、父或母其中之一為身心障礙人士等6類，詳細招生內容請依招生簡章公告為準。

【計畫類別】特殊選才"
SCH11400314,國立中正大學,國立,運動競技學系,南區,嘉義縣民雄鄉大學路一段168號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,"甲組：初試(審查)+複試(口試)
乙組：初試(審查)+複試(口試)",基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/13,"學系湯小姐 / 05-2720411#26501

聯絡人：招生組張小姐",https://www.ccu.edu.tw/,"【備註】1.報名日期、考試日期、放榜日期暫定，請依招生簡章公告為準。<br />2.甲組-具本系主要發展運動項目（軟式網球、羽球、網球、射箭、游泳、跆拳道、排球、角力、霹靂舞及定向越野等十項）任一專長，並曾在國際級或全國性各運動競賽獲獎或表現傑出之學生；乙組-具本系主要發展運動項目(同甲組十項）任一專長且表現傑出之弱勢學生，招收類別包括低(中低)收入戶、特殊境遇家庭子女或孫子女、新住民子女等6類，請依簡章公告為準。

【計畫類別】特殊選才"
SCH11400315,國立中正大學,國立,數學系,南區,嘉義縣民雄鄉大學路一段168號,數理化學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,"甲組：初試(審查)+複試(口試)
乙組：審查",數學能力、邏輯推理、抽象思考、英文能力,5,2024/12/13,"學系馬小姐 / 05-2720411#61101

聯絡人：招生組張小姐",https://www.ccu.edu.tw/,"【備註】1.報名日期、考試日期、放榜日期暫定，請依招生簡章公告為準。<br />2.數學系-甲組，招收於數學領域具有特殊成就表現或發展潛力之學生；數學系-乙組，招收於數學領域具備發展潛力與學習熱忱之弱勢學生，招收類別包括低收入戶、中低收入戶、特殊境遇家庭子女或孫子女（須符合行政院衛福部「特殊境遇家庭扶助條例」之身分）、新住民子女、原住民、父或母其中之一為身心障礙人士等6類，詳細招生內容請依招生簡章公告為準。

【計畫類別】特殊選才"
SCH11400316,國立中正大學,國立,機械工程學系機械工程組,南區,嘉義縣民雄鄉大學路一段168號,工程學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,"甲組：初試(審查)+複試(口試)
乙組：初試(審查)+複試(口試)",物理能力、數學能力、空間概念、動手能力,3,2024/12/13,"學系蔡小姐 / 05-2720411#23301

聯絡人：招生組張小姐",https://www.ccu.edu.tw/,"【備註】1.報名日期、考試日期、放榜日期暫定，請依招生簡章公告為準。<br />2.甲組，招收於智慧機械領域具有特殊成就表現或發展潛力之學生；乙組，招收於智慧機械領域具備發展潛力與學習熱忱之弱勢學生，招收類別包括低收入戶、中低收入戶、特殊境遇家庭子女或孫子女（須符合行政院衛福部「特殊境遇家庭扶助條例」之身分）、新住民子女、原住民、父或母其中之一為身心障礙人士等6類，詳細招生內容請依招生簡章公告為準。

【計畫類別】特殊選才"
SCH11400317,國立臺灣藝術大學,國立,工藝設計學系,北區,新北市板橋區大觀路一段59號,藝術學群,特殊才能 不同教育資歷： 1.實驗教育學生,"1.自傳20%
2.作品集30%
3.學習成效35%
4.其他有利審查資料15%",創意能力、美學素養、表達能力、觀察力,1,2024/11/11,陳褘穎 / (02)22722181#1116,https://www.ntua.edu.tw/,【計畫類別】特殊選才
SCH11400318,國立臺灣藝術大學,國立,中國音樂學系,北區,新北市板橋區大觀路一段59號,藝術學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.自傳25%
2.作品集45%
3.學習成效20%
4.其他有利審查資料10%",音樂能力、創意能力、表演能力、美學素養,1,2024/11/11,陳褘穎 / (02)22722181#1116,https://www.ntua.edu.tw/,【計畫類別】特殊選才
SCH11400319,國立臺灣藝術大學,國立,古蹟藝術修護學系,北區,新北市板橋區大觀路一段59號,藝術學群,特殊才能 不同教育資歷： 1.境外臺生 2.經濟弱勢學生 3.實驗教育學生,"1.自傳30%
2.作品集30%
3.學習成效10%
4.其他有利審查資料30%",創意能力、美學素養、表達能力、觀察力,1,2024/11/11,陳褘穎 / (02)22722181#1116,https://www.ntua.edu.tw/,【計畫類別】特殊選才
SCH11400320,國立臺灣藝術大學,國立,多媒體動畫藝術學系,北區,新北市板橋區大觀路一段59號,藝術學群,特殊才能 不同教育資歷： 1.實驗教育學生,"1.自傳15%
2.作品集40%
3.學習成效30%
4.其他有利審查資料15%",創意能力、美學素養、表達能力、觀察力,1,2024/11/11,陳褘穎 / (02)22722181#1116,https://www.ntua.edu.tw/,【計畫類別】特殊選才
SCH11400321,國立臺灣藝術大學,國立,美術學系,北區,新北市板橋區大觀路一段59號,藝術學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.自傳及學習計畫30%
2.作品集40%
3.其他有利審查資料30%",繪畫能力、創意能力、美學素養、觀察力,1,2024/11/11,陳褘穎 / (02)22722181#1116,https://www.ntua.edu.tw/,【計畫類別】特殊選才
SCH11400322,國立臺灣藝術大學,國立,書畫藝術學系,北區,新北市板橋區大觀路一段59號,藝術學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.自傳10%
2.作品集40%
3.其他有利審查資料30%
4.學習成效20%",創意能力、美學素養、表達能力、觀察力,1,2024/11/11,陳褘穎 / (02)22722181#1116,https://www.ntua.edu.tw/,【計畫類別】特殊選才
SCH11400323,國立臺灣藝術大學,國立,視覺傳達設計學系,北區,新北市板橋區大觀路一段59號,建築與設計學群,特殊才能 不同教育資歷： 1.實驗教育學生,"1.自傳10%
2.作品集40%
3.學習成效35%
4.其他有利審查資料15%",空間概念、繪圖能力、創意能力、美學素養,1,2024/11/11,陳褘穎 / (02)22722181#1116,https://www.ntua.edu.tw/,【計畫類別】特殊選才
SCH11400324,國立臺灣藝術大學,國立,電影學系,北區,新北市板橋區大觀路一段59號,藝術學群,不同教育資歷： 1.境外臺生 2.新住民及其子女 3.實驗教育學生,"1.自傳20%
2.作品集40%
3.學習成效15%
4.其他有利審查資料25%",創意能力、美學素養、表達能力、觀察力,1,2024/11/11,陳褘穎 / (02)22722181#1116,https://www.ntua.edu.tw/,【計畫類別】特殊選才
SCH11400325,國立臺灣藝術大學,國立,圖文傳播藝術學系,北區,新北市板橋區大觀路一段59號,藝術學群,特殊才能 不同教育資歷： 1.實驗教育學生,"1.自傳15%
2.作品集35%
3.學習成效35%
4.其他有利審查資料15%",創意能力、美學素養、表達能力、觀察力,1,2024/11/11,陳褘穎 / (02)22722181#1116,https://www.ntua.edu.tw/,【計畫類別】特殊選才
SCH11400326,國立臺灣藝術大學,國立,雕塑學系,北區,新北市板橋區大觀路一段59號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"1.自傳20%
2.作品集50%
3.競賽成果或特殊表現與其他有利審查資料30%",基礎學科能力、溝通能力、表達能力、學習能力,1,2024/11/11,陳褘穎 / (02)22722181#1116,https://www.ntua.edu.tw/,【計畫類別】特殊選才
SCH11400327,國立暨南國際大學,國立,中國語文學系,中區,南投縣埔里鎮大學路1號,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.實驗教育學生 3.在地學生,"書面審查資料60%
口試40%",基礎學科能力、溝通能力、表達能力、學習能力,3,2024/12/06,謝小姐 / 049-2910960分機2601,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400328,國立暨南國際大學,國立,外國語文學系,中區,南投縣埔里鎮大學路1號,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.在地學生,"書面審查資料50%
口試50%",基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/06,黃小姐 / 049-2910960分機2541,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400329,國立暨南國際大學,國立,社會政策與社會工作學系,中區,南投縣埔里鎮大學路1號,社會與心理學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.在地學生,"書面審查資料50%
口試50%",溝通能力、同理心、觀察力、分析能力,2,2024/12/06,盧小姐 / 049-2910960分機2623,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400330,國立暨南國際大學,國立,科技學院學士班,中區,南投縣埔里鎮大學路1號,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.在地學生,書面審查資料100%,基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/06,林小姐 / 049-2910960分機4081,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400331,國立暨南國際大學,國立,科技學院學士班,中區,南投縣埔里鎮大學路1號,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女. 2.經濟弱勢學生. 3.在地學生.,書面審查資料100%,基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/06,林小姐 / 049-2910960分機4081,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400332,國立暨南國際大學,國立,科技學院學士班,中區,南投縣埔里鎮大學路1號,其他學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。",書面審查資料100%,基礎學科能力、溝通能力、表達能力、學習能力,6,2024/12/06,林小姐 / 049-2910960分機4081,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400333,國立暨南國際大學,國立,國際文教與比較教育學系,中區,南投縣埔里鎮大學路1號,教育學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.實驗教育學生 4.在地學生,"書面審查資料50%
口試50%",溝通能力、表達能力、同理心、領導能力,2,2024/12/06,江小姐 / 049-2910960分機2614,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400334,國立暨南國際大學,國立,教育政策與行政學系,中區,南投縣埔里鎮大學路1號,教育學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。","書面審查資料50%
口試50%",溝通能力、表達能力、同理心、領導能力,6,2024/12/06,洪小姐 / 049-2910960分機2762,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400335,國立暨南國際大學,國立,教育政策與行政學系,中區,南投縣埔里鎮大學路1號,教育學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.實驗教育學生 4.在地學生,"書面審查資料50%
口試50%",溝通能力、表達能力、同理心、領導能力,2,2024/12/06,洪小姐 / 049-2910960分機2762,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400336,國立暨南國際大學,國立,經濟學系,中區,南投縣埔里鎮大學路1號,財經學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.在地學生,書面審查資料100%,數學能力、邏輯推理、分析能力、英文能力,2,2024/12/06,陳小姐 / 049-2910960分機4512,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400337,國立暨南國際大學,國立,經濟學系,中區,南投縣埔里鎮大學路1號,財經學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。",書面審查資料100%,數學能力、邏輯推理、分析能力、英文能力,2,2024/12/06,陳小姐 / 049-2910960分機4512,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400338,國立暨南國際大學,國立,資訊工程學系,中區,南投縣埔里鎮大學路1號,資訊學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。","書面審查資料50%
口試50%",邏輯推理、程式設計、數學能力、英文能力,1,2024/12/06,羅小姐 / 049-2910960分機4132,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400339,國立暨南國際大學,國立,資訊工程學系,中區,南投縣埔里鎮大學路1號,資訊學群,特殊才能 不同教育資歷： 1.新住民及其子女. 2.經濟弱勢學生. 3.在地學生.,"書面審查資料50%
口試50%",邏輯推理、程式設計、數學能力、英文能力,1,2024/12/06,羅小姐 / 049-2910960分機4132,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400340,國立暨南國際大學,國立,資訊工程學系,中區,南投縣埔里鎮大學路1號,資訊學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.在地學生,"書面審查資料50%
口試50%",邏輯推理、程式設計、數學能力、英文能力,2,2024/12/06,羅小姐 / 049-2910960分機4132,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400341,國立暨南國際大學,國立,電機工程學系,中區,南投縣埔里鎮大學路1號,工程學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.在地學生,"書面審查資料50%
口試50%",物理能力、數學能力、邏輯推理、英文能力,1,2024/12/06,廖小姐 / 049-2910960分機4102,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400342,國立暨南國際大學,國立,管理學院學士班,中區,南投縣埔里鎮大學路1號,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.在地學生,"書面審查資料50%
口試50%",基礎學科能力、溝通能力、表達能力、學習能力,5,2024/12/06,李小姐 / 049-2910960分機4594,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400343,國立暨南國際大學,國立,管理學院學士班,中區,南投縣埔里鎮大學路1號,其他學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。","書面審查資料40%
口試60%",基礎學科能力、溝通能力、表達能力、學習能力,10,2024/12/06,李小姐 / 049-2910960分機4594,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400344,國立暨南國際大學,國立,歷史學系,中區,南投縣埔里鎮大學路1號,文史哲學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.實驗教育學生 3.在地學生,"書面審查資料60%
口試40%",閱讀能力、寫作能力、分析能力、文化素養,2,2024/12/06,廖小姐 / 049-2910960分機2673,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400345,國立暨南國際大學,國立,應用化學系,中區,南投縣埔里鎮大學路1號,數理化學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.在地學生,"書面審查資料50%
口試50%",化學能力、數學能力、實驗能力、英文能力,2,2024/12/06,黃小姐 / 049-2910960分機4111,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400346,國立暨南國際大學,國立,應用化學系,中區,南投縣埔里鎮大學路1號,數理化學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。","書面審查資料50%
口試50%",化學能力、數學能力、實驗能力、英文能力,1,2024/12/06,黃小姐 / 049-2910960分機4111,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400347,國立暨南國際大學,國立,護理學系,中區,南投縣埔里鎮大學路1號,醫藥衛生學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。","書面審查資料30%
口試70%",生物能力、化學能力、溝通能力、同理心,10,2024/12/06,潘小姐 / 049-2910960分機3822,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400348,國立暨南國際大學,國立,護理學系,中區,南投縣埔里鎮大學路1號,醫藥衛生學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.在地學生,"書面審查資料60%
口試40%",生物能力、化學能力、溝通能力、同理心,1,2024/12/06,潘小姐 / 049-2910960分機3822,https://www.ncnu.edu.tw/,【計畫類別】特殊選才
SCH11400349,國立暨南國際大學,國立,東南亞學系,中區,南投縣埔里鎮大學路1號,其他學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。","書面審查資料30%
口試70%",基礎學科能力、溝通能力、表達能力、學習能力,8,2024/12/06,鄭小姐 / 049-2910960分機2561,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400350,國立暨南國際大學,國立,國際企業學系,中區,南投縣埔里鎮大學路1號,管理學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。",書面審查資料100%,領導能力、溝通能力、分析能力、英文能力,6,2024/12/06,林小姐 / 049-2910960分機4521,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400351,國立暨南國際大學,國立,教育學院學士班,中區,南投縣埔里鎮大學路1號,教育學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。","書面審查資料50%
口試50%",溝通能力、表達能力、同理心、領導能力,6,2024/12/06,張小姐 / 049-2910960分機3611,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400352,國立暨南國際大學,國立,資訊管理學系,中區,南投縣埔里鎮大學路1號,資訊學群,特殊才能 不同教育資歷： 1.新住民及其子女. 2.經濟弱勢學生. 3.在地學生.,書面審查資料100%,邏輯推理、程式設計、管理能力、英文能力,1,2024/12/06,王小姐 / 049-2910960分機4541,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400353,國立暨南國際大學,國立,資訊管理學系,中區,南投縣埔里鎮大學路1號,資訊學群,"一、(一)：具備低收入戶、中低收入戶資格,一、(二)：家庭總收入平均分配全家人口，每人每月在最低生活費及家庭財產雖未符前述資格之規定，但接近中央、直轄市主管機關公告之當年度金額等，且經所屬高中審認為具有特殊值得推薦之事蹟者,一、(三)：特殊境遇家庭子女或孫子女,二：針對大學所在縣市之高中或設籍於該縣市之符合前揭資格之一的學生，各大學可設定優待條件，鼓勵在地學生在地就學。",書面審查資料100%,邏輯推理、程式設計、管理能力、英文能力,3,2024/12/06,王小姐 / 049-2910960分機4541,https://www.ncnu.edu.tw/,【計畫類別】願景計畫
SCH11400354,國立臺南藝術大學,國立,材質創作與設計系,南區,臺南市官田區大崎里66號,藝術學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,"1.初試：書面審查(占20%)，成績達70分以上者，方可參加複試。
※審查項目：a.「個人簡歷、自傳及學習計畫書」b.「成果作品集」c.「競賽成果或特殊表現證明」d.「其他有利審查之相關資料」
2.複試
(1)筆試：閱讀一篇藝術設計相關選文後，進行論述分析(占30%)
(2)面試：口試(占50%)",創意能力、美學素養、表達能力、觀察力,3,2024/11/29,"黃小姐 / 06-6931211

聯絡人：阮小姐",https://www.tnnua.edu.tw/,"【備註】詳細招生日程及選才方式，依公告之招生簡章為準。

【計畫類別】特殊選才"
SCH11400355,國立臺南藝術大學,國立,應用音樂學系,南區,臺南市官田區大崎里66號,藝術學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生,"1.初試：書面審查(占30%)，成績達70分以上者，方可參加複試。
※審查項目：a.「自傳及學習計畫書」b.「依報考學程繳交限高中(職)或以上之創作」c.「競賽成果或特殊表現證明」d.「其他有利審查之相關資料」
2.複試：現場展演與口試(占70%)。",音樂能力、創意能力、表演能力、美學素養,4,2024/11/29,"黃小姐 / 06-6931211

聯絡人：陳小姐",https://www.tnnua.edu.tw/,"【備註】詳細招生日程及選才方式，依公告之招生簡章為準。

【計畫類別】特殊選才"
SCH11400356,國立臺北大學,國立,歷史學系,北區,新北市三峽區大學路151號,文史哲學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,書面審查、面試,閱讀能力、寫作能力、分析能力、文化素養,1,2024/12/14,王美淑小姐 / 02-86741111轉66808,https://www.ntpu.edu.tw/,【計畫類別】特殊選才
SCH11400357,國立嘉義大學,國立,土木與水資源工程學系,南區,嘉義市東區學府路300號,其他學群,特殊才能 不同教育資歷： 1.在地學生,"1.資料審查50%
2.面試50%",基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/21,"林組長 / 05-2717040

聯絡人：施小姐",https://www.ncyu.edu.tw/,【計畫類別】特殊選才
SCH11400358,國立嘉義大學,國立,中國文學系,南區,嘉義市東區學府路300號,文史哲學群,特殊才能 不同教育資歷： 1.在地學生,"1.資料審查50%
2.面試50%",閱讀能力、寫作能力、分析能力、文化素養,2,2024/12/21,"林組長 / 05-2717040

聯絡人：施小姐",https://www.ncyu.edu.tw/,【計畫類別】特殊選才
SCH11400359,國立嘉義大學,國立,木質材料與設計學系,南區,嘉義市東區學府路300號,藝術學群,特殊才能 不同教育資歷： 1.在地學生,"1.資料審查60%
2.面試20%
3.實作20%",創意能力、美學素養、表達能力、觀察力,1,2024/12/21,"林組長 / 05-2717040

聯絡人：施小姐",https://www.ncyu.edu.tw/,【計畫類別】特殊選才
SCH11400360,國立嘉義大學,國立,水生生物科學系,南區,嘉義市東區學府路300號,生命科學學群,特殊才能 不同教育資歷： 1.在地學生,"1.資料審查40%
2.面試60%",生物能力、化學能力、實驗能力、英文能力,2,2024/12/21,"林組長 / 05-2717040

聯絡人：施小姐",https://www.ncyu.edu.tw/,【計畫類別】特殊選才
SCH11400361,國立嘉義大學,國立,生化科技學系,南區,嘉義市東區學府路300號,其他學群,特殊才能 不同教育資歷： 1.在地學生,"1.資料審查50%
2.面試50%",基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/21,"林組長 / 05-2717040

聯絡人：施小姐",https://www.ncyu.edu.tw/,【計畫類別】特殊選才
SCH11400362,國立嘉義大學,國立,生物機電工程學系,南區,嘉義市東區學府路300號,生命科學學群,特殊才能 不同教育資歷： 1.在地學生,"1.資料審查60%
2.面試40%",生物能力、化學能力、實驗能力、英文能力,2,2024/12/21,"林組長 / 05-2717040

聯絡人：施小姐",https://www.ncyu.edu.tw/,【計畫類別】特殊選才
SCH11400363,國立嘉義大學,國立,音樂學系,南區,嘉義市東區學府路300號,藝術學群,特殊才能 不同教育資歷： 1.經濟弱勢學生 2.在地學生,"1.資料審查15%
2.術科測驗70%
3.面試15%",音樂能力、創意能力、表演能力、美學素養,12,2024/12/21,"林組長 / 05-2717040

聯絡人：施小姐",https://www.ncyu.edu.tw/,【計畫類別】特殊選才
SCH11400364,國立嘉義大學,國立,食品科學系,南區,嘉義市東區學府路300號,其他學群,特殊才能 不同教育資歷： 1.在地學生,"1.資料審查60%
2.面試40%",基礎學科能力、溝通能力、表達能力、學習能力,1,2024/12/21,"林組長 / 05-2717040

聯絡人：施小姐",https://www.ncyu.edu.tw/,【計畫類別】特殊選才
SCH11400365,國立嘉義大學,國立,特殊教育學系,南區,嘉義市東區學府路300號,教育學群,特殊才能 不同教育資歷： 1.在地學生,"1.資料審查40%
2.面試60%",溝通能力、表達能力、同理心、領導能力,2,2024/12/21,"林組長 / 05-2717040

聯絡人：施小姐",https://www.ncyu.edu.tw/,【計畫類別】特殊選才
